jcn-semcor-thresh01-near50_embeddings_vsize300_bsize1_lr005.vec.gz	F-score: 0.5587   Precision: 0.5587   Recall: 0.5587
jcn-semcor-thresh01-near50_embeddings_vsize200_bsize25_lr005.vec.gz	F-score: 0.5508   Precision: 0.5508   Recall: 0.5508
jcn-semcor-thresh01-near50_embeddings_vsize300_bsize10_lr005.vec.gz	F-score: 0.5482   Precision: 0.5482   Recall: 0.5482
jcn-semcor-thresh01-near50_embeddings_vsize300_bsize2000_lr005.vec.gz	F-score: 0.5460   Precision: 0.5460   Recall: 0.5460
jcn-semcor-thresh01-near50_embeddings_vsize300_bsize2_lr005.vec.gz	F-score: 0.5456   Precision: 0.5456   Recall: 0.5456
jcn-semcor-thresh01-near50_embeddings_vsize200_bsize2000_lr005.vec.gz	F-score: 0.5443   Precision: 0.5443   Recall: 0.5443
jcn-semcor-thresh01-near50_embeddings_vsize300_bsize20_lr005.vec.gz	F-score: 0.5434   Precision: 0.5434   Recall: 0.5434
jcn-semcor-thresh01-near50_embeddings_vsize300_bsize50_lr005.vec.gz	F-score: 0.5425   Precision: 0.5425   Recall: 0.5425
jcn-semcor-thresh01-near50_embeddings_vsize200_bsize1000_lr005.vec.gz	F-score: 0.5421   Precision: 0.5421   Recall: 0.5421
jcn-semcor-thresh01-near50_embeddings_vsize100_bsize100_lr005.vec.gz	F-score: 0.5298   Precision: 0.5298   Recall: 0.5298
jcn-semcor-thresh01-near50_embeddings_vsize100_bsize20_lr005.vec.gz	F-score: 0.5259   Precision: 0.5259   Recall: 0.5259
jcn-semcor-thresh01-near50_embeddings_vsize100_bsize50_lr005.vec.gz	F-score: 0.5359   Precision: 0.5359   Recall: 0.5359
jcn-semcor-thresh01-near50_embeddings_vsize200_bsize100_lr005.vec.gz	F-score: 0.5390   Precision: 0.5390   Recall: 0.5390
jcn-semcor-thresh01-near50_embeddings_vsize200_bsize10_lr005.vec.gz	F-score: 0.5364   Precision: 0.5364   Recall: 0.5364
jcn-semcor-thresh01-near50_embeddings_vsize200_bsize20_lr005.vec.gz	F-score: 0.5421   Precision: 0.5421   Recall: 0.5421
jcn-semcor-thresh01-near50_embeddings_vsize200_bsize2_lr005.vec.gz	F-score: 0.5381   Precision: 0.5381   Recall: 0.5381
jcn-semcor-thresh01-near50_embeddings_vsize200_bsize500_lr005.vec.gz	F-score: 0.5368   Precision: 0.5368   Recall: 0.5368
jcn-semcor-thresh01-near50_embeddings_vsize200_bsize50_lr005.vec.gz	F-score: 0.5333   Precision: 0.5333   Recall: 0.5333
jcn-semcor-thresh01-near50_embeddings_vsize200_bsize5_lr005.vec.gz	F-score: 0.5416   Precision: 0.5416   Recall: 0.5416
jcn-semcor-thresh01-near50_embeddings_vsize300_bsize1000_lr005.vec.gz	F-score: 0.5311   Precision: 0.5311   Recall: 0.5311
jcn-semcor-thresh01-near50_embeddings_vsize300_bsize100_lr001.vec.gz	F-score: 0.5298   Precision: 0.5298   Recall: 0.5298
jcn-semcor-thresh01-near50_embeddings_vsize300_bsize100_lr005.vec.gz	F-score: 0.5346   Precision: 0.5346   Recall: 0.5346
jcn-semcor-thresh01-near50_embeddings_vsize300_bsize20_lr001.vec.gz	F-score: 0.5386   Precision: 0.5386   Recall: 0.5386
jcn-semcor-thresh01-near50_embeddings_vsize300_bsize25_lr005.vec.gz	F-score: 0.5351   Precision: 0.5351   Recall: 0.5351
jcn-semcor-thresh01-near50_embeddings_vsize300_bsize500_lr005.vec.gz	F-score: 0.5408   Precision: 0.5408   Recall: 0.5408
jcn-semcor-thresh01-near50_embeddings_vsize300_bsize5_lr005.vec.gz	F-score: 0.5416   Precision: 0.5416   Recall: 0.5416
